x1,x2,y
-8.498498498498499,-8.498498498498499,-17.161052631602214
-8.478478478478479,-8.478478478478479,-16.493841588644916
-8.458458458458459,-8.458458458458459,-16.823953030764976
-8.438438438438439,-8.438438438438439,-17.109897270173665
-8.418418418418419,-8.418418418418419,-17.245052017771993
-8.398398398398399,-8.398398398398399,-17.272121453488325
-8.378378378378379,-8.378378378378379,-16.955587055898082
-8.358358358358359,-8.358358358358359,-17.056289216267864
-8.338338338338339,-8.338338338338339,-16.294366443902263
-8.318318318318319,-8.318318318318319,-16.24522913157383
-8.298298298298299,-8.298298298298299,-16.65441843544157
-8.278278278278279,-8.278278278278279,-16.87430228015112
-8.258258258258259,-8.258258258258259,-16.158544419336412
-8.238238238238239,-8.238238238238239,-16.35883745478286
-8.218218218218219,-8.218218218218219,-16.79420127376753
-8.198198198198199,-8.198198198198199,-16.364183724070504
-8.178178178178179,-8.178178178178179,-16.205416758861514
-8.158158158158159,-8.158158158158159,-16.62446279609147
-8.138138138138139,-8.138138138138139,-15.873077737187163
-8.118118118118119,-8.118118118118119,-16.036539279910517
-8.098098098098099,-8.098098098098099,-16.406947951568828
-8.078078078078079,-8.078078078078079,-15.996083567242422
-8.058058058058059,-8.058058058058059,-15.839598642136579
-8.038038038038039,-8.038038038038039,-15.942949823843465
-8.018018018018019,-8.018018018018019,-15.972507468144945
-7.997997997997998,-7.997997997997998,-16.0947475151301
-7.977977977977978,-7.977977977977978,-15.765215315676466
-7.957957957957958,-7.957957957957958,-15.574741864354419
-7.937937937937938,-7.937937937937938,-15.98100650517837
-7.917917917917918,-7.917917917917918,-16.32678890122202
-7.897897897897898,-7.897897897897898,-16.135938051312838
-7.877877877877878,-7.877877877877878,-15.63403788046095
-7.857857857857858,-7.857857857857858,-15.364255927581357
-7.837837837837838,-7.837837837837838,-15.487543676033114
-7.817817817817818,-7.817817817817818,-15.63097308811042
-7.797797797797798,-7.797797797797798,-15.973289877646602
-7.777777777777778,-7.777777777777778,-15.101459548449663
-7.757757757757758,-7.757757757757758,-15.892665472337008
-7.737737737737738,-7.737737737737738,-15.48901667163499
-7.717717717717718,-7.717717717717718,-15.452437675328856
-7.697697697697698,-7.697697697697698,-15.540811657373812
-7.677677677677678,-7.677677677677678,-15.497170574424173
-7.657657657657658,-7.657657657657658,-15.509468372596737
-7.637637637637638,-7.637637637637638,-15.126520792055631
-7.617617617617618,-7.617617617617618,-15.712369148810833
-7.597597597597598,-7.597597597597598,-14.832265693141728
-7.5775775775775776,-7.5775775775775776,-14.808735697653658
-7.5575575575575575,-7.5575575575575575,-14.662685948267592
-7.5375375375375375,-7.5375375375375375,-14.72548768992946
-7.5175175175175175,-7.5175175175175175,-14.657481962677373
-7.4974974974974975,-7.4974974974974975,-14.930124408093656
-7.4774774774774775,-7.4774774774774775,-14.941544507745176
-7.4574574574574575,-7.4574574574574575,-14.553136026176025
-7.4374374374374375,-7.4374374374374375,-15.1182362039493
-7.4174174174174174,-7.4174174174174174,-15.276013709005088
-7.397397397397397,-7.397397397397397,-14.92840387662751
-7.377377377377377,-7.377377377377377,-15.174416144528362
-7.357357357357357,-7.357357357357357,-14.405335882631881
-7.337337337337337,-7.337337337337337,-14.183871072728435
-7.317317317317317,-7.317317317317317,-15.00651923949594
-7.297297297297297,-7.297297297297297,-14.84936400047327
-7.277277277277277,-7.277277277277277,-14.828563830460498
-7.257257257257257,-7.257257257257257,-14.212925891913308
-7.237237237237237,-7.237237237237237,-14.55367405272516
-7.217217217217217,-7.217217217217217,-14.419596210475518
-7.197197197197197,-7.197197197197197,-14.278628202776908
-7.177177177177177,-7.177177177177177,-14.346285818703779
-7.157157157157157,-7.157157157157157,-13.977882870399442
-7.137137137137137,-7.137137137137137,-14.114636213109534
-7.117117117117117,-7.117117117117117,-14.277921387786744
-7.097097097097097,-7.097097097097097,-14.227817826836601
-7.077077077077077,-7.077077077077077,-13.943642630621701
-7.057057057057057,-7.057057057057057,-13.640810434151662
-7.037037037037037,-7.037037037037037,-14.026109423116996
-7.017017017017017,-7.017017017017017,-14.432203754827752
-6.996996996996997,-6.996996996996997,-14.247174687406046
-6.976976976976977,-6.976976976976977,-13.64841763971012
-6.956956956956957,-6.956956956956957,-13.82324367511138
-6.936936936936937,-6.936936936936937,-13.38144796657426
-6.916916916916917,-6.916916916916917,-14.033347857100305
-6.896896896896897,-6.896896896896897,-13.646953550926089
-6.876876876876877,-6.876876876876877,-13.930938757840536
-6.856856856856857,-6.856856856856857,-13.986778306894697
-6.836836836836837,-6.836836836836837,-14.166989036333122
-6.816816816816817,-6.816816816816817,-13.811456189266494
-6.796796796796797,-6.796796796796797,-13.354234842422969
-6.776776776776776,-6.776776776776776,-13.522395132402282
-6.756756756756756,-6.756756756756756,-13.932200520747072
-6.736736736736736,-6.736736736736736,-13.221821158240036
-6.716716716716716,-6.716716716716716,-13.510255879578587
-6.696696696696696,-6.696696696696696,-13.62125475664954
-6.676676676676676,-6.676676676676676,-13.69245027734607
-6.656656656656656,-6.656656656656656,-13.583886634239565
-6.636636636636636,-6.636636636636636,-13.66637134755978
-6.616616616616616,-6.616616616616616,-13.388465627460993
-6.596596596596596,-6.596596596596596,-13.607694710662132
-6.576576576576576,-6.576576576576576,-13.401314794130919
-6.556556556556556,-6.556556556556556,-12.841584686491393
-6.536536536536536,-6.536536536536536,-13.1971260707478
-6.516516516516516,-6.516516516516516,-12.699525832797315
-6.496496496496496,-6.496496496496496,-12.74189327762795
-6.476476476476476,-6.476476476476476,-13.408842203026966
-6.456456456456456,-6.456456456456456,-12.479384251712322
-6.436436436436436,-6.436436436436436,-12.644267951986809
-6.416416416416416,-6.416416416416416,-12.742992271373346
-6.396396396396396,-6.396396396396396,-13.19633746154784
-6.376376376376376,-6.376376376376376,-12.556891052845746
-6.356356356356356,-6.356356356356356,-12.845168087271118
-6.336336336336336,-6.336336336336336,-12.420304050223333
-6.316316316316316,-6.316316316316316,-12.38773464111186
-6.296296296296296,-6.296296296296296,-12.71193814519091
-6.276276276276276,-6.276276276276276,-12.31702146560088
-6.256256256256256,-6.256256256256256,-12.153175857933185
-6.236236236236236,-6.236236236236236,-12.167213153657862
-6.216216216216216,-6.216216216216216,-12.868473364447514
-6.196196196196196,-6.196196196196196,-12.847785750530454
-6.176176176176176,-6.176176176176176,-12.489785144344356
-6.156156156156156,-6.156156156156156,-12.445762872213583
-6.136136136136136,-6.136136136136136,-11.95015253494155
-6.116116116116116,-6.116116116116116,-11.959852463173723
-6.096096096096096,-6.096096096096096,-11.972358326622373
-6.076076076076076,-6.076076076076076,-12.053743519803414
-6.056056056056056,-6.056056056056056,-12.178800267292944
-6.036036036036036,-6.036036036036036,-12.444015109659588
-6.016016016016016,-6.016016016016016,-11.790363727256455
-5.995995995995996,-5.995995995995996,-12.105601068781315
-5.975975975975976,-5.975975975975976,-11.69283622241034
-5.955955955955956,-5.955955955955956,-11.555658609293804
-5.935935935935936,-5.935935935935936,-11.889887405625636
-5.915915915915916,-5.915915915915916,-12.087884052095683
-5.895895895895896,-5.895895895895896,-11.763078158539347
-5.875875875875876,-5.875875875875876,-11.378468171782707
-5.8558558558558556,-5.8558558558558556,-11.623612377213282
-5.8358358358358355,-5.8358358358358355,-11.185764309679959
-5.8158158158158155,-5.8158158158158155,-11.426422463053772
-5.7957957957957955,-5.7957957957957955,-11.28847588739779
-5.7757757757757755,-5.7757757757757755,-11.447371244887073
-5.7557557557557555,-5.7557557557557555,-11.931765961240394
-5.7357357357357355,-5.7357357357357355,-11.246902603855766
-5.7157157157157155,-5.7157157157157155,-10.958471849840123
-5.6956956956956954,-5.6956956956956954,-11.610690909906989
-5.675675675675675,-5.675675675675675,-11.460379712313573
-5.655655655655655,-5.655655655655655,-10.887252855027507
-5.635635635635635,-5.635635635635635,-11.593584685992067
-5.615615615615615,-5.615615615615615,-11.438397717374844
-5.595595595595595,-5.595595595595595,-11.555647289528189
-5.575575575575575,-5.575575575575575,-10.782512226740419
-5.555555555555555,-5.555555555555555,-10.771779908084607
-5.535535535535535,-5.535535535535535,-11.342066408958344
-5.515515515515515,-5.515515515515515,-11.481698118110003
-5.495495495495495,-5.495495495495495,-11.291896877328723
-5.475475475475475,-5.475475475475475,-11.064436371387874
-5.455455455455455,-5.455455455455455,-10.740400428621244
-5.435435435435435,-5.435435435435435,-11.198652702372137
-5.415415415415415,-5.415415415415415,-11.04779358076638
-5.395395395395395,-5.395395395395395,-11.123603613503072
-5.375375375375375,-5.375375375375375,-10.256951829477895
-5.355355355355355,-5.355355355355355,-11.10606507816355
-5.335335335335335,-5.335335335335335,-10.469281330116809
-5.315315315315315,-5.315315315315315,-10.420646813245215
-5.295295295295295,-5.295295295295295,-10.198417112633857
-5.275275275275275,-5.275275275275275,-10.252105725829693
-5.255255255255255,-5.255255255255255,-10.284914036556533
-5.235235235235235,-5.235235235235235,-10.417601830341118
-5.215215215215215,-5.215215215215215,-10.179147459430283
-5.195195195195195,-5.195195195195195,-10.325888313908207
-5.175175175175175,-5.175175175175175,-10.82169367541096
-5.155155155155155,-5.155155155155155,-9.992601202815417
-5.135135135135135,-5.135135135135135,-10.266099135333214
-5.115115115115115,-5.115115115115115,-10.247172029337992
-5.095095095095095,-5.095095095095095,-9.882473465387662
-5.075075075075075,-5.075075075075075,-10.063090689525657
-5.055055055055055,-5.055055055055055,-10.482206145231153
-5.035035035035035,-5.035035035035035,-10.084607326194998
-5.015015015015015,-5.015015015015015,-9.805295002247853
-4.994994994994995,-4.994994994994995,-10.45055286169647
-4.974974974974975,-4.974974974974975,-9.959721772971312
-4.954954954954955,-4.954954954954955,-10.31040056160787
-4.934934934934935,-4.934934934934935,-9.698206526191976
-4.914914914914915,-4.914914914914915,-10.234963108616537
-4.894894894894895,-4.894894894894895,-9.824821872417553
-4.874874874874875,-4.874874874874875,-9.47941328507583
-4.854854854854855,-4.854854854854855,-9.956969862376107
-4.834834834834835,-4.834834834834835,-9.34411825866833
-4.814814814814815,-4.814814814814815,-9.317176386919979
-4.794794794794795,-4.794794794794795,-9.919002298499654
-4.774774774774775,-4.774774774774775,-9.396708275140002
-4.754754754754755,-4.754754754754755,-9.087478360937395
-4.734734734734735,-4.734734734734735,-9.305462108006893
-4.714714714714715,-4.714714714714715,-9.416650002533276
-4.694694694694695,-4.694694694694695,-9.690790234970285
-4.674674674674675,-4.674674674674675,-9.006856887151725
-4.654654654654655,-4.654654654654655,-9.367776495059143
-4.634634634634635,-4.634634634634635,-9.213352373721676
-4.614614614614615,-4.614614614614615,-9.135798624699547
-4.594594594594595,-4.594594594594595,-8.778910104317204
-4.574574574574575,-4.574574574574575,-9.38678425150487
-4.554554554554555,-4.554554554554555,-9.531423404068528
-4.534534534534535,-4.534534534534535,-8.89729974497549
-4.514514514514515,-4.514514514514515,-9.412684416442877
-4.494494494494495,-4.494494494494495,-8.888732143293012
-4.474474474474475,-4.474474474474475,-9.035576835570826
-4.454454454454455,-4.454454454454455,-8.67314457116632
-4.434434434434435,-4.434434434434435,-8.898581688085692
-4.414414414414415,-4.414414414414415,-8.42681646626649
-4.394394394394395,-4.394394394394395,-8.513539508642609
-4.374374374374375,-4.374374374374375,-8.82208474794371
-4.354354354354355,-4.354354354354355,-9.19619206414459
-4.334334334334335,-4.334334334334335,-8.605070359590304
-4.314314314314315,-4.314314314314315,-8.929678596640112
-4.2942942942942945,-4.2942942942942945,-8.32899962919312
-4.2742742742742745,-4.2742742742742745,-8.342771959222894
-4.2542542542542545,-4.2542542542542545,-8.560729262786753
-4.2342342342342345,-4.2342342342342345,-8.206864562664265
-4.2142142142142145,-4.2142142142142145,-8.887899807232971
-4.1941941941941945,-4.1941941941941945,-8.615409958109456
-4.1741741741741745,-4.1741741741741745,-8.0957555929186
-4.1541541541541545,-4.1541541541541545,-8.280557634824962
-4.134134134134134,-4.134134134134134,-8.648557686004658
-4.114114114114114,-4.114114114114114,-8.566418541860298
-4.094094094094094,-4.094094094094094,-7.794845450148621
-4.074074074074074,-4.074074074074074,-8.585006540895101
-4.054054054054054,-4.054054054054054,-8.441684725212223
-4.034034034034034,-4.034034034034034,-7.744835118739264
-4.014014014014014,-4.014014014014014,-8.31129674989365
-3.9939939939939944,-3.9939939939939944,-7.643749344555115
-3.9739739739739743,-3.9739739739739743,-8.391620122815159
-3.9539539539539543,-3.9539539539539543,-8.018091763892045
-3.9339339339339343,-3.9339339339339343,-8.022786010716048
-3.9139139139139143,-3.9139139139139143,-8.255117876303903
-3.8938938938938943,-3.8938938938938943,-7.8008396388008165
-3.8738738738738743,-3.8738738738738743,-7.803259378089798
-3.8538538538538543,-3.8538538538538543,-8.204471157805497
-3.8338338338338342,-3.8338338338338342,-7.189747325179377
-3.8138138138138142,-3.8138138138138142,-7.614049091122002
-3.7937937937937942,-3.7937937937937942,-7.768994773811824
-3.773773773773774,-3.773773773773774,-7.977431105758684
-3.753753753753754,-3.753753753753754,-7.0129585330780015
-3.733733733733734,-3.733733733733734,-7.917354722707507
-3.713713713713714,-3.713713713713714,-7.1655879004067975
-3.693693693693694,-3.693693693693694,-7.014340753124911
-3.673673673673674,-3.673673673673674,-7.701758407356905
-3.653653653653654,-3.653653653653654,-7.000979933828712
-3.633633633633634,-3.633633633633634,-7.534970185401511
-3.613613613613614,-3.613613613613614,-7.53603727618032
-3.593593593593594,-3.593593593593594,-6.930377228973083
-3.573573573573573,-3.573573573573573,-7.618351656757954
-3.553553553553553,-3.553553553553553,-6.9615569414956955
-3.533533533533533,-3.533533533533533,-6.737006056024242
-3.513513513513513,-3.513513513513513,-6.969950306789181
-3.493493493493493,-3.493493493493493,-6.4945854911905325
-3.473473473473473,-3.473473473473473,-6.579509838784473
-3.453453453453453,-3.453453453453453,-6.7888802018811845
-3.433433433433433,-3.433433433433433,-7.04438222036968
-3.413413413413413,-3.413413413413413,-7.081734413000377
-3.393393393393393,-3.393393393393393,-6.6256174238801036
-3.373373373373373,-3.373373373373373,-6.973819332869873
-3.353353353353353,-3.353353353353353,-6.514663049709347
-3.333333333333333,-3.333333333333333,-6.6520496095108745
-3.313313313313313,-3.313313313313313,-6.378004055570203
-3.293293293293293,-3.293293293293293,-7.074265662730486
-3.273273273273273,-3.273273273273273,-6.467085519671956
-3.253253253253253,-3.253253253253253,-6.026811912437594
-3.233233233233233,-3.233233233233233,-6.477401774854324
-3.213213213213213,-3.213213213213213,-6.1243433303860195
-3.193193193193193,-3.193193193193193,-6.8257788917032345
-3.173173173173173,-3.173173173173173,-6.798944463501607
-3.153153153153153,-3.153153153153153,-6.263905170468291
-3.133133133133133,-3.133133133133133,-5.9129009897920906
-3.113113113113113,-3.113113113113113,-5.935237602678855
-3.093093093093093,-3.093093093093093,-6.622400655451675
-3.073073073073073,-3.073073073073073,-6.591224538970068
-3.053053053053053,-3.053053053053053,-5.713552868975489
-3.033033033033033,-3.033033033033033,-5.995400458783898
-3.013013013013013,-3.013013013013013,-6.506790355524298
-2.992992992992993,-2.992992992992993,-6.238072917810575
-2.972972972972973,-2.972972972972973,-5.7349019044761045
-2.952952952952953,-2.952952952952953,-6.138073131550424
-2.932932932932933,-2.932932932932933,-5.924252728083438
-2.9129129129129128,-2.9129129129129128,-5.748555107985098
-2.8928928928928928,-2.8928928928928928,-5.871090874338987
-2.8728728728728727,-2.8728728728728727,-5.983221536405455
-2.8528528528528527,-2.8528528528528527,-5.855095949829012
-2.8328328328328327,-2.8328328328328327,-5.381165776638481
-2.8128128128128127,-2.8128128128128127,-5.1764540350349355
-2.7927927927927927,-2.7927927927927927,-5.176247534090451
-2.7727727727727727,-2.7727727727727727,-5.880232921608239
-2.7527527527527527,-2.7527527527527527,-5.119694420285167
-2.7327327327327327,-2.7327327327327327,-5.729912316802846
-2.7127127127127126,-2.7127127127127126,-5.2143355635384365
-2.6926926926926926,-2.6926926926926926,-5.099096324464775
-2.6726726726726726,-2.6726726726726726,-5.704884662880939
-2.6526526526526526,-2.6526526526526526,-5.784316942575444
-2.6326326326326326,-2.6326326326326326,-4.967208350368128
-2.6126126126126126,-2.6126126126126126,-5.604975265468069
-2.5925925925925926,-2.5925925925925926,-5.572464951718096
-2.5725725725725725,-2.5725725725725725,-4.749671059414282
-2.5525525525525525,-2.5525525525525525,-5.171633400572272
-2.5325325325325325,-2.5325325325325325,-5.048928629771689
-2.5125125125125125,-2.5125125125125125,-5.272914317849012
-2.4924924924924925,-2.4924924924924925,-4.622504424589566
-2.4724724724724725,-2.4724724724724725,-4.623827819580545
-2.4524524524524525,-2.4524524524524525,-4.935307316051887
-2.4324324324324325,-2.4324324324324325,-4.6847891198353855
-2.4124124124124124,-2.4124124124124124,-5.295286499255539
-2.3923923923923924,-2.3923923923923924,-4.347257307280355
-2.3723723723723724,-2.3723723723723724,-4.634282026769557
-2.3523523523523524,-2.3523523523523524,-4.71903901900501
-2.3323323323323324,-2.3323323323323324,-4.662785035066848
-2.3123123123123124,-2.3123123123123124,-4.772834906800248
-2.2922922922922924,-2.2922922922922924,-4.771492109067101
-2.2722722722722724,-2.2722722722722724,-4.943579190271383
-2.2522522522522523,-2.2522522522522523,-4.756814190087015
-2.2322322322322323,-2.2322322322322323,-4.578497422612808
-2.2122122122122123,-2.2122122122122123,-4.116397769990198
-2.1921921921921923,-2.1921921921921923,-4.360920208577433
-2.1721721721721723,-2.1721721721721723,-3.925232146979054
-2.1521521521521523,-2.1521521521521523,-3.959501267773111
-2.1321321321321323,-2.1321321321321323,-4.216039599549085
-2.1121121121121122,-2.1121121121121122,-4.506088290961283
-2.0920920920920922,-2.0920920920920922,-4.52045875398913
-2.0720720720720722,-2.0720720720720722,-4.277884490628251
-2.052052052052052,-2.052052052052052,-3.979746914396514
-2.032032032032032,-2.032032032032032,-4.0337948688296725
-2.012012012012012,-2.012012012012012,-4.166540695299307
-1.9919919919919913,-1.9919919919919913,-3.654588121143181
-1.9719719719719713,-1.9719719719719713,-3.880313246371286
-1.9519519519519513,-1.9519519519519513,-3.7310925483122075
-1.9319319319319312,-1.9319319319319312,-3.401105930150553
-1.9119119119119112,-1.9119119119119112,-3.784588639122684
-1.8918918918918912,-1.8918918918918912,-3.818074600415123
-1.8718718718718712,-1.8718718718718712,-3.878419636429366
-1.8518518518518512,-1.8518518518518512,-3.4971766333077245
-1.8318318318318312,-1.8318318318318312,-3.182916053972108
-1.8118118118118112,-1.8118118118118112,-3.391808981178955
-1.7917917917917912,-1.7917917917917912,-3.886010991286371
-1.7717717717717711,-1.7717717717717711,-4.013563322413079
-1.7517517517517511,-1.7517517517517511,-3.081448030383491
-1.7317317317317311,-1.7317317317317311,-3.1971758237180357
-1.711711711711711,-1.711711711711711,-3.101925972176902
-1.691691691691691,-1.691691691691691,-3.16765635798247
-1.671671671671671,-1.671671671671671,-3.6376995424701293
-1.651651651651651,-1.651651651651651,-2.9773171129733607
-1.631631631631631,-1.631631631631631,-3.5039319758842407
-1.611611611611611,-1.611611611611611,-3.4970432613367173
-1.591591591591591,-1.591591591591591,-2.7622411845959935
-1.571571571571571,-1.571571571571571,-2.781792918402727
-1.551551551551551,-1.551551551551551,-2.6495817730557096
-1.531531531531531,-1.531531531531531,-3.4838804644046966
-1.511511511511511,-1.511511511511511,-2.706828904315901
-1.491491491491491,-1.491491491491491,-2.7737113054262474
-1.471471471471471,-1.471471471471471,-2.5564193572837683
-1.451451451451451,-1.451451451451451,-2.6547422872065756
-1.431431431431431,-1.431431431431431,-2.5230115543863394
-1.411411411411411,-1.411411411411411,-2.6791105843405596
-1.391391391391391,-1.391391391391391,-2.4081564003355886
-1.3713713713713709,-1.3713713713713709,-2.928087702256005
-1.3513513513513509,-1.3513513513513509,-2.609558749362626
-1.3313313313313309,-1.3313313313313309,-2.8607572067577114
-1.3113113113113108,-1.3113113113113108,-2.7415126409693547
-1.2912912912912908,-1.2912912912912908,-2.9118665044206216
-1.2712712712712708,-1.2712712712712708,-2.557940731907655
-1.2512512512512508,-1.2512512512512508,-2.395068668189511
-1.2312312312312308,-1.2312312312312308,-2.8152451937320118
-1.2112112112112108,-1.2112112112112108,-2.3301978486319843
-1.1911911911911908,-1.1911911911911908,-2.827652916302532
-1.1711711711711708,-1.1711711711711708,-2.4041540624362434
-1.1511511511511507,-1.1511511511511507,-1.9275502246361382
-1.1311311311311307,-1.1311311311311307,-2.549945709724694
-1.1111111111111107,-1.1111111111111107,-2.6698263273939085
-1.0910910910910907,-1.0910910910910907,-2.0184461202992363
-1.0710710710710707,-1.0710710710710707,-1.981655601972467
-1.0510510510510507,-1.0510510510510507,-2.3141794693194027
-1.0310310310310307,-1.0310310310310307,-2.1229800819040743
-1.0110110110110107,-1.0110110110110107,-2.2895903975011858
-0.9909909909909906,-0.9909909909909906,-1.9164407041587594
-0.9709709709709706,-0.9709709709709706,-1.4762604155241457
-0.9509509509509506,-0.9509509509509506,-1.8929700208040985
-0.9309309309309306,-0.9309309309309306,-1.4003783752773649
-0.9109109109109106,-0.9109109109109106,-2.152485867709002
-0.8908908908908906,-0.8908908908908906,-1.4905522097844135
-0.8708708708708706,-0.8708708708708706,-1.311376820287124
-0.8508508508508505,-0.8508508508508505,-1.395653856330666
-0.8308308308308305,-0.8308308308308305,-1.6490202450878135
-0.8108108108108105,-0.8108108108108105,-2.095932233979335
-0.7907907907907905,-0.7907907907907905,-1.3897104464125691
-0.7707707707707705,-0.7707707707707705,-1.094497337881641
-0.7507507507507505,-0.7507507507507505,-1.2008575975172775
-0.7307307307307305,-0.7307307307307305,-1.7514499454005832
-0.7107107107107105,-0.7107107107107105,-1.1792458178836034
-0.6906906906906904,-0.6906906906906904,-1.308630299960229
-0.6706706706706704,-0.6706706706706704,-1.0000398599922904
-0.6506506506506504,-0.6506506506506504,-0.9289651766530915
-0.6306306306306304,-0.6306306306306304,-1.4782674328415775
-0.6106106106106104,-0.6106106106106104,-0.7956313469791904
-0.5905905905905904,-0.5905905905905904,-1.2723511731490902
-0.5705705705705704,-0.5705705705705704,-1.3290482851751155
-0.5505505505505504,-0.5505505505505504,-0.7645616223250933
-0.5305305305305303,-0.5305305305305303,-1.0140188235835332
-0.5105105105105103,-0.5105105105105103,-1.280090671362025
-0.4904904904904903,-0.4904904904904903,-1.3373834596008436
-0.4704704704704703,-0.4704704704704703,-1.2804511639750804
-0.4504504504504503,-0.4504504504504503,-0.9576852625866867
-0.4304304304304303,-0.4304304304304303,-1.0298240256159978
-0.41041041041041026,-0.41041041041041026,-0.9803030217161489
-0.39039039039039025,-0.39039039039039025,-1.1664099270926636
-0.37037037037037024,-0.37037037037037024,-0.43112819555371984
-0.3503503503503502,-0.3503503503503502,-0.30897287801250284
-0.3303303303303302,-0.3303303303303302,-0.25837002508920204
-0.3103103103103102,-0.3103103103103102,-0.7313982999064013
-0.2902902902902902,-0.2902902902902902,-1.0488277554004959
-0.2702702702702702,-0.2702702702702702,-0.8184034915887851
-0.25025025025025016,-0.25025025025025016,-0.23813243849755517
-0.23023023023023015,-0.23023023023023015,-0.035456588745232276
-0.21021021021021014,-0.21021021021021014,-0.16462924980664373
-0.19019019019019012,-0.19019019019019012,0.11927417072004931
-0.1701701701701701,-0.1701701701701701,-0.6146216797579672
-0.1501501501501501,-0.1501501501501501,-0.49657486474103407
-0.13013013013013008,-0.13013013013013008,-0.5773809520473625
-0.11011011011011007,-0.11011011011011007,-0.2986258433488076
-0.09009009009009006,-0.09009009009009006,-0.18196338149845936
-0.07007007007007005,-0.07007007007007005,-0.2856284830066862
-0.05005005005005003,-0.05005005005005003,0.29494690571748694
-0.03003003003003002,-0.03003003003003002,-0.511951020038643
-0.010010010010010006,-0.010010010010010006,0.3728557450026523
0.010010010010010006,0.010010010010010006,-0.3070294587907145
0.03003003003003002,0.03003003003003002,-0.004167620977230224
0.05005005005005003,0.05005005005005003,0.049981430804092675
